id_ville,ville,date,pm25,dioxyde_soufre,monoxyde_carbone,indice_pollution,population,temperature_moyenne
3,Marseille,2017-03,3.97,9.66,1.5,999.0,897104.0,15.8
3,Marseille,2023-07,20.05,12.5,8.3,76.2,853.0,13.62
3,Marseille,2019-12,24.47,8.11,0.9,88.08,809.0,15.56
3,Marseille,2017-05,54.14,1.27,0.7,100.0,792643.0,1.45
3,Marseille,2019-03,28.38,17.23,1.41,100.0,1080972.53,1.44
3,Marseille,2021-08,37.95,1.29,0.9,100.0,891.0,16.61
3,Marseille,2016-02,30.51,8.37,1.0,94.35,861.0,15.49
3,Marseille,2023-08,26.47,12.45,0.89,88.6,923285.0,14.63
3,Marseille,2018-11,40.81,9.35,0.59,1.0,851490.0,15.0
3,Marseille,2021-01,34.22,18.32,0.54,100.0,925855.0,15.38
3,Marseille,2021-12,4.04,14.95,0.56,100.0,833201.0,16.3
3,Marseille,2021-09,145.92307692307693,10.84,1.04,1.0,853368.0,14.53
3,Marseille,2019-02,999.0,20.9,1.21,100.34048076923078,848675.0,14.54
3,Marseille,2020-05,35.89,10.79,0.75,100.0,904155.0,15.42
3,Marseille,2023-12,145.92307692307693,17.41,0.51,100.0,804.0,15.29
3,Marseille,2019-07,40.67,17.89,0.81,100.0,816100.0,14.67
3,Marseille,2020-01,37.03,15.33,0.89,100.0,818620.0,15.6
3,Marseille,2022-08,3.29,20.14,0.65,1.0,822.0,14.18
3,Marseille,2017-07,4.32,8.37,88.0,1.0,843866.0,15.25
3,Marseille,2023-03,49.81,16.3,0.76,100.0,752409.0,14.8
3,Marseille,2017-04,46.46,19.5,0.85,100.0,882998.0,14.82
3,Marseille,2022-10,16.15,15.6,2.1683018867924533,65.2,844.0,14.75
3,Marseille,2021-02,9.48,229.11910891089107,1.23,49.5,1080972.53,1.5
3,Marseille,2019-05,37.95,9.44,4.89,99.6,858624.0,1.73
3,Marseille,2016-08,28.2,12.82,0.89,98.64,881846.0,16.69
3,Marseille,2016-01,42.33,10.61,0.9,100.0,826.0,16.49
3,Marseille,2018-09,15.92,18.06,0.67,86.43,831787.0,15.68
3,Marseille,2016-04,32.51,5.7,0.52,93.51,829524.0,15.31
3,Marseille,2017-06,45.36,8.85,0.53,100.0,919285.0,16.22
3,Marseille,2022-01,36.37,20.82,0.77,100.0,859029.0,1.52
3,Marseille,2018-02,26.69,14.81,1.21,100.0,875.0,17.2
3,Marseille,2021-11,36.0,229.11910891089107,1.05,100.0,1080972.53,15.24
3,Marseille,2016-03,44.1,1.43,0.83,100.0,929510.0,16.06
3,Marseille,2017-11,30.01,10.67,0.93,100.0,903023.0,14.9
3,Marseille,2018-08,51.1,229.11910891089107,0.91,100.34048076923078,789081.0,13.74
3,Marseille,2016-05,145.92307692307693,14.54,0.82,100.0,863.0,13.52
3,Marseille,2016-10,19.76,3.35,1.0,6.83,831174.0,12.9
3,Marseille,2023-06,40.05,13.1,8.0,100.0,829378.0,15.86
3,Marseille,2022-06,49.81,18.31,1.33,100.0,863771.0,13.9
3,Marseille,2024-11,27.37,999.0,1.63,94.49,872.0,16.0
3,Marseille,2018-12,9999.0,1.66,0.9,1.0,802915.0,15.31
3,Marseille,2024-01,2.91,15.74,1.23,1.0,831891.0,1.53
3,Marseille,2019-08,3.0,13.76,1.11,100.0,934634.0,15.23
3,Marseille,2021-06,27.38,12.97,0.92,95.86,1080972.53,15.03
3,Marseille,2019-06,50.34,9.81,0.66,1.0,810080.0,15.8
3,Marseille,2024-08,12.95,9.4,0.6,49.4,851592.0,15.03
3,Marseille,2024-12,44.13,12.47,0.93,100.0,873.0,65.0
3,Marseille,2024-10,999.0,10.63,1.17,50.12,798522.0,16.0
3,Marseille,2023-02,35.28,14.44,0.37,100.0,835.0,15.65
3,Marseille,2022-09,25.79,11.8,0.71,85.87,789684.0,1.54
3,Marseille,2024-04,38.3,12.03,0.71,100.0,855581.0,15.13
3,Marseille,2020-08,27.57,18.15,0.86,100.0,884236.0,14.65
3,Marseille,2020-02,20.82,2.02,8.0,69.32,741853.0,14.49
3,Marseille,2019-11,3.56,5.49,0.98,100.0,779.0,1.67
3,Marseille,2016-07,30.1,19.16,0.88,100.0,829.0,15.2
3,Marseille,2019-04,33.92,3.51,0.9,98.7,836698.0,13.91
3,Marseille,2022-03,31.27,11.19,0.86,100.0,813632.0,15.74
3,Marseille,2016-09,42.7,4.87,0.07,100.0,999.0,15.28
4,Toulouse,2021-09,33.15,4.5,1.0,100.0,471536.0,30.0
4,Toulouse,2021-11,21.34,16.13,0.57,74.7,434173.0,14.7
4,Toulouse,2016-03,7.78,22.6,0.96,6.4,487.0,13.79
4,Toulouse,2022-02,30.09,9.81,0.71,93.23,478.0,12.58
4,Toulouse,2017-01,24.62,1.98,0.86,66.92,492.0,13.78
4,Toulouse,2024-08,1.87,11.02,0.48,65.93,328309.92452830187,14.2
4,Toulouse,2020-08,17.2,5.7,0.87,54.48,523315.0,13.96
4,Toulouse,2020-02,23.34,12.75,0.73,87.65,588822.0,1.19
4,Toulouse,2018-09,27.9,16.2,0.4,87.4952427184466,498.0,12.07843137254902
4,Toulouse,2021-05,33.26,13.4,0.63,100.0,414106.0,1.31
4,Toulouse,2016-05,25.25,14.54,0.85,78.7,522795.0,13.69
4,Toulouse,2024-07,3.3,115.29942307692302,0.78,35.66,439305.0,13.59
4,Toulouse,2019-03,24.12,10.61,0.49,91.57,409.0,12.07843137254902
4,Toulouse,2018-01,22.92,115.29942307692302,0.78,90.34,521110.0,12.36
4,Toulouse,2024-12,15.1,9.19,0.5,56.28,551871.0,13.04
4,Toulouse,2017-10,35.69,14.94,0.72,100.0,459117.0,1.32
4,Toulouse,2016-04,119.34461538461537,12.58,0.84,100.0,480.0,13.3
4,Toulouse,2017-11,32.5,14.82,0.67,100.0,490026.0,14.1
4,Toulouse,2024-02,30.78,12.43,1.21,100.0,513681.0,12.6
4,Toulouse,2020-05,35.0,8.32,0.05,100.0,511.0,13.9
4,Toulouse,2020-01,9.27,13.57,3.97,87.4952427184466,490713.0,12.55
4,Toulouse,2024-10,50.59,5.6,1.07,100.0,504031.0,1.53
4,Toulouse,2019-10,22.77,11.06,0.59,79.1,594.0,13.25
4,Toulouse,2020-04,25.85,16.04,0.3,92.01,427380.0,1.39
4,Toulouse,2017-03,28.89,8.03,9.02,88.42,513817.0,1.4
4,Toulouse,2021-04,31.1,9999.0,0.7,100.0,435414.0,13.11
4,Toulouse,2020-10,34.05,8.99,0.55,999.0,576944.0,14.48
4,Toulouse,2021-01,44.96,115.29942307692302,0.85,100.0,516725.0,14.39
4,Toulouse,2018-04,18.89,12.55,10.65952830188679,7.53,462.0,1.33
4,Toulouse,2022-11,25.82,13.3,0.59,87.4952427184466,577479.0,14.88
4,Toulouse,2021-12,25.6,7.81,0.74,85.61,545869.0,14.9
4,Toulouse,2018-06,3.94,9.2,1.3,4.07,489036.0,1.32
4,Toulouse,2022-04,26.25,115.29942307692302,0.47,999.0,500363.0,1.36
4,Toulouse,2019-04,45.21,10.03,0.65,100.0,480.0,14.87
4,Toulouse,2018-05,27.37,5.99,0.89,83.69,478570.0,12.51
4,Toulouse,2017-09,2.94,7.67,9.03,85.21,561137.0,14.43
4,Toulouse,2023-11,14.84,4.71,0.82,55.11,517444.0,13.25
4,Toulouse,2019-06,12.62,11.85,1.21,54.56,499.0,1.28
4,Toulouse,2016-12,12.53,6.95,0.5,42.13,531473.0,13.31
4,Toulouse,2019-08,33.48,4.83,0.46,9.79,564205.0,13.86
4,Toulouse,2023-01,19.9,7.24,0.47,61.3,999.0,12.78
4,Toulouse,2022-01,23.76,4.7,0.6,73.72,441.0,12.54
4,Toulouse,2017-08,29.36,10.77,0.91,98.01,509523.0,13.4
4,Toulouse,2019-09,24.18,10.0,0.39,82.35,534116.0,13.05
4,Toulouse,2020-07,22.46,9.67,0.79,7.61,456214.0,13.53
4,Toulouse,2023-10,2.4,7.55,0.43,71.5,637454.0,14.74
4,Toulouse,2020-03,41.55,10.4,0.48,100.0,480543.0,14.42
4,Toulouse,2016-09,37.7,12.83,0.79,100.0,488.0,12.62
4,Toulouse,2021-06,35.01,12.3,0.83,100.0,490353.0,12.84
4,Toulouse,2024-06,12.73,2.48,1.17,49.16,446.0,12.07843137254902
4,Toulouse,2020-11,27.77,6.8,0.49,87.11,510.0,14.9
4,Toulouse,2016-06,26.83,8.4,1.0,9.43,451.0,13.91
4,Toulouse,2018-02,36.35,9.7,0.9,100.0,412.0,14.32
4,Toulouse,2019-11,23.77,7.41,0.89,78.51,457531.0,14.82
4,Toulouse,2023-08,26.88,7.24,0.58,91.04,427174.0,14.31
4,Toulouse,2018-11,26.07,3.4,0.7,85.19,491.0,13.73
4,Toulouse,2023-09,2.45,8.88,0.9,85.22,518530.0,14.47
4,Toulouse,2016-08,33.53,1.21,0.54,1.0,530020.0,14.25
4,Toulouse,2024-11,30.35,11.56,0.69,100.0,544823.0,12.87
4,Toulouse,2017-12,119.34461538461537,0.82,5.62,35.76,464592.0,13.35
4,Toulouse,2022-07,1.69,6.33,1.0,62.64,517.0,13.84
4,Toulouse,2021-03,34.55,7.5,0.56,97.78,511975.0,14.28
4,Toulouse,2022-03,35.01,14.1,0.24,100.0,415173.0,12.07843137254902
4,Toulouse,2022-09,13.22,12.06,0.84,59.25,546217.0,13.17
4,Toulouse,2021-08,2.27,6.55,0.87,73.32,542.0,14.12
4,Toulouse,2023-07,2.21,13.44,0.6,81.1,491.0,11.58
4,Toulouse,2019-07,30.8,10.1,0.54,1.0,580.0,13.3
4,Toulouse,2016-10,25.53,999.0,0.53,78.95,450.0,13.19
4,Toulouse,2022-08,30.52,4.69,0.96,98.8,478.0,13.46
4,Toulouse,2018-07,27.2,12.19,0.4,95.91,525769.0,14.22
4,Toulouse,2022-05,20.5,10.71,0.56,7.16,573.0,14.8
4,Toulouse,2023-06,14.95,12.77,0.55,70.6,589625.0,1.27
4,Toulouse,2019-02,119.34461538461537,4.97,0.64,65.46,539366.0,13.42
4,Toulouse,2016-11,9.96,10.85,0.7,4.41,522962.0,14.44
4,Toulouse,2018-03,30.39,6.39,0.48,9.6,430529.0,15.1
4,Toulouse,2016-07,18.26,4.48,0.5,62.11,537.0,14.0
4,Toulouse,2024-04,15.79,10.22,5.23,5.37,479149.0,13.19
4,Toulouse,2020-12,32.85,3.99,0.96,92.76,470801.0,13.75
4,Toulouse,2017-02,39.2,4.76,0.05,100.0,580.0,1.47
4,Toulouse,2017-04,36.54,21.04,0.8,87.4952427184466,488721.0,11.73
4,Toulouse,2022-10,3.21,5.92,8.0,95.15,501.0,13.13
4,Toulouse,2016-01,3.26,8.52,0.79,100.0,546302.0,13.45
4,Toulouse,2024-03,32.0,6.33,0.6,93.97,538.0,14.42
4,Toulouse,2018-08,30.95,10.08,0.87,100.0,472297.0,12.93
4,Toulouse,2021-10,11.01,11.63,4.43,42.65,413.0,1.46
4,Toulouse,2016-02,11.04,15.05,0.47,51.65,460.0,14.87
4,Toulouse,2017-06,119.34461538461537,9.96,6.18,89.41,531254.0,12.63
4,Toulouse,2022-12,15.37,12.76,5.74,64.62,504711.0,13.27
4,Toulouse,2023-03,27.68,13.0,0.82,87.4952427184466,533457.0,14.4
4,Toulouse,2018-10,28.56,10.98,0.64,1.0,409.0,12.67
4,Toulouse,2024-09,34.73,9.1,0.71,100.0,475016.0,13.45
4,Toulouse,2024-05,48.84,1.17,999.0,100.0,541.0,15.59
4,Toulouse,2020-06,38.12,5.72,0.87,1.0,401.0,13.82
4,Toulouse,2019-05,7.1,16.13,0.34,44.04,468537.0,14.1
4,Toulouse,2023-05,19.93,4.48,7.76,6.79,478.0,14.95
4,Toulouse,2021-02,24.11,17.2,0.76,96.12,523296.0,1.39
4,Toulouse,2023-12,25.9,11.31,0.72,77.76,478510.0,12.65
4,Toulouse,2023-02,9999.0,15.95,0.55,100.0,514984.0,13.97
4,Toulouse,2019-01,17.0,10.99,0.82,72.92,328309.92452830187,12.48
4,Toulouse,2022-06,15.3,13.32,0.9,61.52,530938.0,15.04
4,Toulouse,2017-07,21.08,8.79,10.65952830188679,65.41,466188.0,14.37
4,Toulouse,2018-12,15.66,7.53,0.61,54.92,554082.0,14.06
4,Toulouse,2021-07,33.29,11.68,0.82,100.0,382.0,14.6
4,Toulouse,2019-12,39.78,7.6,0.23,100.0,455768.0,14.29
4,Toulouse,2023-04,20.13,10.15,0.9,7.32,543648.0,12.07843137254902
4,Toulouse,2020-09,11.47,7.29,1.0,44.68,466779.0,12.07843137254902
4,Toulouse,2017-05,2.07,8.36,0.6,70.86,448879.0,14.62
4,Toulouse,2024-01,28.58,21.94,0.79,100.0,536090.0,1.4
5,Nice,2024-02,10.79,6.99,0.33,38.28,388765.0,17.0
5,Nice,2017-05,20.29,12.4,0.4,72.63,338.0,16.37
5,Nice,2017-06,1.8,15.7,9.7,7.17,999.0,17.83
5,Nice,2019-02,26.1,13.26,0.82,9.52,359.0,14.57
5,Nice,2018-06,1.6,11.82,0.57,62.5,329707.0,15.75
5,Nice,2021-08,11.06,10.31,15.531153846153845,4.45,356708.0,15.211176470588237
5,Nice,2023-10,20.75,8.52,0.03,63.04,288.0,14.87
5,Nice,2018-02,16.43,12.23,0.1,58.63,352066.0,15.35
5,Nice,2023-02,25.11,1.43,0.52,91.17,275342.0,17.07
5,Nice,2024-01,15.7,8.34,4.64,59.38,274.0,17.28
5,Nice,2020-12,16.7,1.96,0.65,42.98,400.0,15.211176470588237
5,Nice,2023-06,5.89,15.27,8.0,42.76,335538.0,16.46
5,Nice,2016-06,16.65,15.64,0.8,68.81,410168.0,17.2
5,Nice,2017-09,18.9,4.4,88.0,51.27,371275.0,17.39
5,Nice,2020-08,15.15,9.74,0.7,60.98,334.0,1.67
5,Nice,2018-08,15.9,1.19,0.92,63.48,279839.0,15.5
5,Nice,2018-07,15.25,3.81,5.77,48.17,327.0,16.26
5,Nice,2023-09,18.53,11.88,15.531153846153845,6.58,334466.0,15.6
5,Nice,2024-09,999.0,7.9,5.16,3.88,287.0,17.3
5,Nice,2024-05,28.52,7.53,0.32,7.64,375635.0,14.62
5,Nice,2019-11,19.09,14.92,5.41,77.79,235.0,15.92
5,Nice,2017-10,13.0,10.5,1.19,57.6,287054.0,17.98
5,Nice,2022-08,25.68,10.1,0.8,9.03,276533.0,18.2
5,Nice,2019-09,12.32,18.196981132075468,9.95,62.01901960784313,313.0,16.98
5,Nice,2017-01,18.7,4.53,0.91,56.51,367614.0,17.13
5,Nice,2021-01,18.72,1.61,0.46,84.29,386.0,16.26
5,Nice,2020-03,20.35,1.09,8.27,9.51,235794.0,18.22
5,Nice,2022-10,17.46,9.0,1.0,67.87,241646.0,15.38
5,Nice,2023-08,18.76,8.93,9.12,58.77,335045.0,15.9
5,Nice,2019-12,1.6,6.36,0.5,50.94,354609.0,16.3
5,Nice,2022-02,2.8,7.37,0.8,21.18,342949.0,16.95
5,Nice,2021-07,1.01,999.0,1.08,68.51,343601.0,16.29
5,Nice,2018-03,18.29,9.18,1.1,78.74,316709.0,16.35
5,Nice,2018-01,14.39,11.37,1.09,6.82,360.0,17.0
5,Nice,2019-03,14.69,1.34,0.69,56.66,337.0,18.2
5,Nice,2018-10,19.41,7.77,0.6,61.52,675895.4519230769,15.7
5,Nice,2020-04,14.65,11.15,8.0,58.11,311508.0,16.83
5,Nice,2022-09,1.73,16.53,0.52,82.28,378757.0,17.1
5,Nice,2024-07,11.06,7.29,0.51,47.8,385019.0,1.7
5,Nice,2020-06,13.31,11.43,999.0,59.39,374.0,18.35
5,Nice,2017-04,1.44,12.93,0.78,64.86,363.0,15.211176470588237
5,Nice,2017-03,1.81,3.74,0.72,56.75,373957.0,16.2
5,Nice,2024-11,2.04,9.8,0.6,61.61,286.0,18.41
5,Nice,2023-12,13.72,7.22,0.41,62.01901960784313,320503.0,16.66
5,Nice,2017-12,22.85,16.7,0.84,86.24,439353.0,15.97
5,Nice,2023-07,6.85,1.6,7.1,50.4,387577.0,15.48
5,Nice,2021-09,5.9,6.56,15.531153846153845,39.99,675895.4519230769,15.16
5,Nice,2023-03,18.63,2.52,0.41,53.04,324957.0,15.29
5,Nice,2024-04,9.74,13.57,0.92,62.01901960784313,319515.0,17.21
5,Nice,2019-01,21.1,7.8,0.67,68.09,426942.0,16.2
5,Nice,2016-12,17.13,12.21,0.41,60.73,369.0,15.211176470588237
5,Nice,2016-04,19.72,5.45,0.6,63.93,369939.0,17.17
5,Nice,2022-05,18.5,14.79,0.36,68.45,325.0,1.57
5,Nice,2023-05,13.6,7.6,0.82,51.7,333030.0,17.24
5,Nice,2022-06,25.57,6.6,0.56,8.04,10.0,16.1
5,Nice,2017-07,18.29,14.36,88.0,84.42,352.0,17.55
5,Nice,2019-07,17.37,5.61,0.55,53.18,309606.0,1.6
5,Nice,2024-06,14.19,11.75,0.75,62.69,351.0,17.78
5,Nice,2022-11,15.2,11.24,0.69,67.8,242444.0,1.66
5,Nice,2023-11,9.52,10.44,1.03,51.34,309674.0,16.96
5,Nice,2017-02,12.44,12.33,0.77,5.45,289.0,14.54
5,Nice,2016-08,25.38,14.3,0.75,97.06,288373.0,16.9
5,Nice,2019-10,10.25,12.73,88.0,51.19,298070.0,15.61
5,Nice,2021-10,18.82,3.8,0.97,60.13,335318.0,17.83
5,Nice,2021-04,5.87,9.73,15.531153846153845,42.79,385.0,16.61
5,Nice,2022-07,17.91,8.67,0.68,61.91,264276.0,16.82
5,Nice,2016-05,12.24,10.3,8.14,61.5,375225.0,17.29
5,Nice,2020-09,24.72,13.94,0.92,89.61,295.0,17.46
5,Nice,2018-11,1.93,2.86,0.61,60.13,349191.0,19.19
5,Nice,2023-01,21.83,12.33,0.67,82.64,304.0,17.36
5,Nice,2021-03,22.8,8.96,0.79,7.55,248.0,1.68
5,Nice,2018-09,1.36,8.59,0.51,45.4,317193.0,1.67
5,Nice,2024-08,22.59,5.29,1.1,83.19,376781.0,18.3
5,Nice,2022-03,14.4,10.68,0.46,55.46,370510.0,16.66
5,Nice,2020-10,20.93,15.89,0.55,80.5,258025.0,16.11
5,Nice,2017-11,26.8,10.01,0.95,9.83,302875.0,1.6
5,Nice,2023-04,18.3,11.01,0.7,65.0,392.0,18.16
5,Nice,2016-01,16.0,1.02,9.12,53.16,675895.4519230769,16.71
5,Nice,2021-11,9.2,4.41,0.55,40.5,264032.0,1.37
5,Nice,2022-04,13.03,10.9,8.79,47.46,397.0,16.16
5,Nice,2016-10,14.2,4.4,0.7,53.62,294612.0,18.0
5,Nice,2016-11,18.96,14.12,0.54,78.21,285.0,15.211176470588237
5,Nice,2018-04,1.58,8.19,0.7,62.01901960784313,283.0,17.12
5,Nice,2021-12,1.38,12.21,1.0,60.4,319428.0,17.65
5,Nice,2019-08,13.24,1.33,0.42,58.44,999.0,15.99
5,Nice,2020-02,13.36,15.55,6.04,6.47,347.0,14.37
5,Nice,2019-04,22.9,9.75,88.0,7.95,254806.0,15.58
5,Nice,2016-09,25.97,9.13,0.49,80.24,285518.0,15.72
5,Nice,2021-06,20.16,11.15,0.29,65.18,333864.0,16.59
5,Nice,2020-11,21.58,8.13,0.9,73.8,356.0,15.4
5,Nice,2018-05,19.6,6.78,0.92,65.3,352658.0,17.32
5,Nice,2019-05,24.64,8.9,0.64,79.85,435.0,18.13
5,Nice,2020-01,4.11,1.52,0.55,20.33,202624.0,16.0
5,Nice,2021-05,23.02,6.61,8.36,76.84,353201.0,17.77
5,Nice,2020-07,15.25,12.67,0.7,999.0,304.0,17.25
5,Nice,2016-02,24.045794392523362,8.03,0.2,74.16,308231.0,15.3
5,Nice,2021-02,22.33,18.196981132075468,0.49,66.09,313.0,15.4
5,Nice,2024-12,9.29,10.76,88.0,42.59,675895.4519230769,17.44
5,Nice,2016-07,13.81,8.08,0.77,62.01901960784313,349.0,16.81
5,Nice,2018-12,18.09,6.0,0.7,52.08,335970.0,15.67
5,Nice,2019-06,28.18,9.36,0.77,84.7,413.0,15.33
5,Nice,2022-12,6.38,13.04,0.68,44.38,296805.0,17.78
5,Nice,2024-03,21.48,1.21,0.42,62.01901960784313,300.0,1.78
5,Nice,2016-03,12.83,9.3,0.55,40.42,384853.0,15.211176470588237
5,Nice,2024-10,2.36,12.78,0.77,80.9,297657.0,17.75
5,Nice,2020-05,8.01,1.3,0.6,39.83,317.0,17.76
5,Nice,2022-01,6.1,8.45,0.75,37.65,314509.0,16.53
5,Nice,2017-08,16.98,10.1,0.61,7.15,5.0E7,18.03
6,Nantes,2017-07,22.07,9.45,88.0,73.36,331415.0,12.38
6,Nantes,2021-11,15.84,7.09,0.79,5.97,369636.0,11.04
6,Nantes,2019-12,12.21,16.52,0.6,54.97,300.0,14.37
6,Nantes,2017-08,14.4,9.34,7.2,46.65,332908.0,11.32
6,Nantes,2016-03,21.83,14.2,0.79,84.59,265946.0,11.59
6,Nantes,2024-08,1.37,9.22,0.59,49.89,309.0,12.08
6,Nantes,2023-10,12.04,116.16572815533983,0.35,3.45,249.0,12.46
6,Nantes,2020-03,19.99,15.8,0.92,77.48,378824.0,12.61
6,Nantes,2019-03,114.2490291262136,9.13,8.0,58.2,312612.0,11.24
6,Nantes,2020-08,16.22,116.16572815533983,0.78,7.22,246496.0,12.59
6,Nantes,2021-04,25.17,13.58,0.36,88.61,211088.0,12.35
6,Nantes,2024-11,23.7,10.97,8.0,77.9,325.0,12.48
6,Nantes,2022-02,25.15,9.67,0.42,79.6,318934.0,1.35
6,Nantes,2019-06,27.18,12.66,0.47,83.64,293649.0,12.09
6,Nantes,2016-09,14.23,8.85,1.05,46.96,373848.0,12.64
6,Nantes,2020-07,23.75,1.02,0.76,87.6,321216.0,13.2
6,Nantes,2019-10,25.32,6.49,1.13,75.59,331738.0,12.78
6,Nantes,2017-10,14.84,10.71,0.8,61.8,306127.0,11.1
6,Nantes,2018-04,19.17,116.16572815533983,0.81,5.78,344.0,12.43
6,Nantes,2016-07,25.02,10.54,0.72,88.33,266.0,12.33
6,Nantes,2024-02,17.73,10.73,0.53,70.70150943396226,251191.0,12.8
6,Nantes,2020-10,29.52,5.11,0.72,82.18,10.0,11.38
6,Nantes,2018-06,14.7,9.41,0.91,61.01,245368.0,11.77
6,Nantes,2022-12,15.78,4.61,0.52,54.17,326083.0,12.47
6,Nantes,2018-03,21.03,15.96,1.3,87.2,334571.0,12.9
6,Nantes,2022-09,23.97,16.81,12.423904761904764,79.13,278898.0,12.88
6,Nantes,2019-05,16.19,0.41,0.6,4.69,259470.0,11.78
6,Nantes,2023-07,17.1,8.69,0.44,54.32,333218.0,11.75
6,Nantes,2017-09,11.08,3.25,0.25,28.31,199109.60194174756,14.25
6,Nantes,2018-08,19.52,1.55,0.81,85.71,333327.0,13.65
6,Nantes,2024-06,2.45,8.15,0.66,73.04,283766.0,12.79
6,Nantes,2021-01,13.1,7.1,1.21,55.5,349106.0,11.51
6,Nantes,2023-09,19.54,9.0,0.7,67.81,301783.0,12.51
6,Nantes,2020-11,25.44,8.42,1.0,88.91,425.0,1.08
6,Nantes,2017-05,9.81,9.4,12.423904761904764,55.86,345.0,12.06
6,Nantes,2020-04,114.2490291262136,116.16572815533983,0.42,83.15,283427.0,10.73
6,Nantes,2023-01,12.03,9.27,0.2,46.43,199109.60194174756,10.83
6,Nantes,2019-07,20.98,7.86,0.83,82.19,350775.0,11.33058823529412
6,Nantes,2022-05,14.6,11.33,0.93,61.64,363258.0,11.33058823529412
6,Nantes,2018-02,8.54,6.8,0.68,37.96,408627.0,10.91
6,Nantes,2017-02,24.73,19.28,0.75,93.72,232.0,12.56
6,Nantes,2018-05,16.67,18.19,0.53,72.24,409.0,11.47
6,Nantes,2016-04,25.12,15.75,0.64,93.05,264.0,13.47
6,Nantes,2016-08,5.1,13.51,0.31,43.59,293.0,12.09
6,Nantes,2019-11,13.23,11.7,1.0,49.73,50.0,9.81
6,Nantes,2016-02,20.65,7.07,0.76,60.5,340.0,12.6
6,Nantes,2022-03,21.62,6.6,1.32,78.48,199109.60194174756,12.15
6,Nantes,2022-06,12.5,6.65,0.66,49.4,283771.0,1.37
6,Nantes,2020-12,25.56,14.59,0.5,95.37,326807.0,12.07
6,Nantes,2022-10,21.0,14.28,4.0,66.29,352900.0,1.15
6,Nantes,2021-06,21.58,7.46,0.64,75.27,331077.0,12.57
6,Nantes,2016-06,16.71,6.51,9.2,64.34,264.0,13.66
6,Nantes,2024-09,15.77,7.1,0.8,66.12,316994.0,13.3
6,Nantes,2017-03,24.62,11.9,0.7,83.46,255391.0,13.13
6,Nantes,2019-09,14.99,4.51,0.78,51.74,335.0,11.33058823529412
6,Nantes,2022-08,24.08,9.37,1.51,100.0,300.0,12.19
6,Nantes,2023-03,18.6,18.17,0.77,81.39,326104.0,12.29
6,Nantes,2016-12,21.19,11.45,1.14,81.6,250906.0,12.75
6,Nantes,2021-08,12.1,9.86,0.5,4.43,199109.60194174756,12.5
6,Nantes,2019-02,18.94,14.09,0.74,69.25,289.0,12.43
6,Nantes,2018-01,24.64,7.74,4.96,78.55,353081.0,1.24
6,Nantes,2021-07,15.97,11.5,0.67,6.61,285153.0,12.12
6,Nantes,2017-12,21.04,7.09,1.24,81.6,320.0,1.33
6,Nantes,2016-10,10.76,5.7,1.12,4.19,10.0,1.34
6,Nantes,2024-07,25.78,5.57,0.61,78.13,240.0,12.89
6,Nantes,2024-05,14.31,7.16,0.94,49.1,390.0,1.31
6,Nantes,2023-02,1.45,11.32,1.01,61.08,275387.0,10.33
6,Nantes,2022-07,20.54,10.16,3.41,63.43,324050.0,10.17
6,Nantes,2016-11,114.2490291262136,6.25,0.8,61.86,365041.0,13.36
6,Nantes,2021-03,16.93,11.58,8.73,72.09,260709.0,12.02
6,Nantes,2020-06,17.32,4.8,0.8,70.70150943396226,200.0,13.49
6,Nantes,2020-02,30.58,1.64,0.87,100.0,307548.0,12.14
6,Nantes,2019-08,9999.0,8.57,1.0,61.93,312.0,12.35
6,Nantes,2018-07,14.36,9.69,0.81,60.58,221199.0,11.33058823529412
6,Nantes,2022-04,21.2,13.36,1.0,88.37,353.0,12.0
6,Nantes,2016-05,21.99,17.76,0.48,84.54,321572.0,12.95
6,Nantes,2024-04,12.18,8.41,1.01,55.06,261597.0,11.99
6,Nantes,2020-05,2.01,20.05,0.24,82.51,342027.0,12.42
6,Nantes,2023-06,7.37,11.89,0.2,32.54,206.0,12.21
6,Nantes,2018-10,10.27,11.17,0.74,46.7,317.0,13.89
6,Nantes,2021-05,29.39,6.21,88.0,91.51,232859.0,11.67
6,Nantes,2021-02,13.32,9999.0,0.36,5.63,311701.0,12.41
6,Nantes,2023-04,13.12,13.29,0.76,60.4,261231.0,13.6
6,Nantes,2019-04,13.7,4.86,0.94,4.05,367679.0,1.37
6,Nantes,2016-01,18.07,116.16572815533983,0.28,85.52,301359.0,13.07
6,Nantes,2024-01,15.7,9.51,12.423904761904764,53.6,290005.0,12.57
6,Nantes,2018-09,114.2490291262136,9.61,1.3,84.37,338.0,11.02
6,Nantes,2022-01,11.14,13.28,999.0,55.0,313.0,12.15
6,Nantes,2021-12,22.39,12.4,0.7,82.85,361472.0,13.17
6,Nantes,2022-11,5.89,10.58,0.9,999.0,287107.0,12.14
6,Nantes,2023-11,12.64,12.05,0.71,46.9,342748.0,13.11
6,Nantes,2018-11,22.17,5.44,0.67,66.28,290615.0,11.89
6,Nantes,2017-06,11.84,14.9,0.46,64.72,295.0,11.33058823529412
6,Nantes,2017-11,26.71,1.72,2.79,90.28,296009.0,11.33058823529412
6,Nantes,2021-10,18.9,11.46,0.7,61.01,318.0,14.5
6,Nantes,2018-12,15.13,4.98,0.67,49.2,163527.0,14.35
6,Nantes,2023-12,12.04,11.68,4.86,53.0,246775.0,10.51
